temperature_C,day,ac_count,ac_hours,fridge_count,fridge_hours,tv_count,tv_hours,light_count,light_hours,fan_count,fan_hours,ac_kwh,fridge_kwh,tv_kwh,light_kwh,fan_kwh,total_kwh
19.6,Monday,1,3.0,1,22.0,1,1.0,3,3.2,3,4.5,4.2,3.3,0.1,0.58,0.68,8.77
38.6,Wednesday,1,5.55,1,20.1,0,3.8,6,5.1,3,3.0,14.45,3.02,0.0,1.84,0.45,19.82
28.6,Friday,1,4.13,1,19.9,0,5.1,5,7.2,2,4.6,5.78,2.98,0.0,2.16,0.46,11.31
31.4,Sunday,1,2.2,1,19.6,1,1.8,5,6.7,2,4.6,3.51,2.94,0.18,2.01,0.46,9.13
29.8,Wednesday,2,4.37,1,18.7,1,4.2,2,1.3,1,8.0,6.12,2.8,0.42,0.16,0.4,9.94
27.9,Saturday,0,0.0,1,20.6,0,4.3,4,4.3,0,5.9,0.0,3.09,0.0,1.03,0.0,3.98
27.2,Friday,1,2.98,1,20.3,1,3.8,5,0.1,2,4.8,4.17,3.04,0.38,0.03,0.48,8.13
31.6,Friday,2,4.89,1,17.6,1,2.4,6,7.9,2,4.2,7.95,2.64,0.24,2.84,0.42,14.01
22.4,Monday,0,0.0,1,16.2,1,2.8,1,0.5,3,5.2,0.0,2.43,0.28,0.03,0.78,3.38
33.8,Tuesday,1,2.29,1,19.5,1,3.6,6,16.0,1,7.8,4.43,2.92,0.36,5.76,0.39,13.69
27.9,Saturday,1,4.69,1,21.7,0,3.5,1,1.7,3,4.2,6.57,3.26,0.0,0.1,0.63,10.39
24.3,Saturday,0,0.0,1,20.3,1,2.7,4,6.0,2,5.7,0.0,3.04,0.27,1.44,0.57,5.23
27.7,Friday,1,5.48,1,18.0,1,3.5,5,8.4,2,5.2,7.67,2.7,0.35,2.52,0.52,13.85
36.3,Friday,2,3.66,1,17.3,1,2.6,2,2.0,2,6.7,8.35,2.6,0.26,0.24,0.67,11.92
27.3,Monday,0,0.0,1,21.7,0,2.9,1,1.2,3,9.7,0.0,3.26,0.0,0.07,1.46,4.8
31.8,Tuesday,1,5.45,1,17.5,1,2.8,5,8.4,1,4.7,9.0,2.62,0.28,2.52,0.24,14.72
26.3,Saturday,1,2.98,1,21.1,1,4.1,3,2.0,3,6.6,4.17,3.16,0.41,0.36,0.99,9.24
33.8,Sunday,2,5.61,1,20.9,1,1.6,2,3.6,1,6.0,10.83,3.14,0.16,0.43,0.3,14.78
33.4,Thursday,0,0.0,1,22.5,1,3.6,5,13.7,1,5.1,0.0,3.38,0.36,4.11,0.26,8.13
39.2,Thursday,1,5.28,1,19.1,1,3.4,5,1.7,2,6.1,14.19,2.86,0.34,0.51,0.61,18.34
29.1,Tuesday,1,3.92,1,21.4,1,0.7,4,6.8,2,9.6,5.49,3.21,0.07,1.63,0.96,11.16
33.3,Wednesday,1,3.71,1,22.1,0,3.9,2,1.6,2,5.9,6.9,3.32,0.0,0.19,0.59,11.05
30.5,Monday,2,3.44,1,18.0,2,4.0,1,1.8,2,5.9,5.06,2.7,0.8,0.11,0.59,9.57
36.5,Tuesday,2,5.04,1,20.2,1,2.6,5,7.8,2,5.2,11.65,3.03,0.26,2.34,0.52,17.9
26.4,Thursday,0,0.0,1,19.9,1,3.5,4,10.3,1,6.8,0.0,2.98,0.35,2.47,0.34,5.96
33.7,Friday,1,3.84,1,18.4,1,3.3,5,12.3,3,4.0,7.37,2.76,0.33,3.69,0.6,14.58
29.0,Thursday,1,3.37,1,20.4,1,5.2,5,1.8,1,6.2,4.72,3.06,0.52,0.54,0.31,9.24
29.7,Friday,1,3.11,1,18.2,0,3.5,4,7.4,3,6.9,4.35,2.73,0.0,1.78,1.04,10.01
30.5,Monday,1,4.39,1,20.6,1,3.1,2,3.7,1,4.3,6.46,3.09,0.31,0.44,0.22,10.53
31.3,Friday,1,2.7,1,23.3,1,4.1,6,12.8,2,9.2,4.27,3.5,0.41,4.61,0.92,13.68
29.4,Tuesday,1,5.35,1,19.7,1,4.6,4,6.6,2,9.1,7.49,2.95,0.46,1.58,0.91,13.47
31.1,Friday,2,5.22,1,19.9,1,5.1,4,6.9,1,10.5,8.11,2.98,0.51,1.66,0.52,13.63
37.9,Wednesday,0,0.0,1,22.1,1,2.4,6,3.9,1,7.1,0.0,3.32,0.24,1.4,0.36,5.47
34.9,Tuesday,2,3.95,1,21.9,1,3.4,6,9.7,1,6.8,8.24,3.28,0.34,3.49,0.34,15.74
34.3,Monday,1,4.74,1,19.1,1,2.4,4,4.8,1,5.8,9.5,2.86,0.24,1.15,0.29,13.92
27.7,Tuesday,1,4.79,1,21.0,1,5.3,3,5.4,1,6.1,6.71,3.15,0.53,0.97,0.3,11.65
25.6,Wednesday,2,3.68,1,15.6,1,3.0,6,7.6,2,7.9,5.15,2.34,0.3,2.74,0.79,11.84
34.8,Monday,1,3.9,1,18.5,0,4.0,5,8.2,2,6.0,8.08,2.78,0.0,2.46,0.6,13.88
34.4,Thursday,1,4.65,1,21.6,1,2.8,4,7.0,2,5.7,9.37,3.24,0.28,1.68,0.57,15.22
37.4,Wednesday,1,4.51,1,19.2,2,3.5,4,7.0,3,7.1,10.98,2.88,0.7,1.68,1.06,17.43
27.0,Monday,1,2.87,1,19.7,1,1.2,4,3.3,2,4.7,4.02,2.95,0.12,0.79,0.47,8.38
28.9,Sunday,2,1.65,1,18.6,0,4.0,6,16.0,2,9.2,2.31,2.79,0.0,5.76,0.92,11.72
21.8,Friday,2,2.69,1,18.4,1,4.3,4,6.0,2,6.0,3.77,2.76,0.43,1.44,0.6,8.89
28.0,Tuesday,0,0.0,1,16.3,1,2.4,5,8.8,2,7.5,0.0,2.44,0.24,2.64,0.75,6.04
35.0,Monday,0,0.0,1,19.5,1,1.2,5,6.9,2,4.4,0.0,2.92,0.12,2.07,0.44,5.53
27.7,Tuesday,1,5.39,1,20.7,0,4.5,5,3.0,1,5.9,7.55,3.1,0.0,0.9,0.3,12.04
33.2,Friday,0,0.0,1,20.4,2,4.4,5,9.3,3,5.2,0.0,3.06,0.88,2.79,0.78,7.75
29.0,Monday,1,4.54,1,18.8,1,3.8,6,9.1,2,5.3,6.36,2.82,0.38,3.28,0.53,13.64
31.6,Thursday,0,0.0,1,17.9,1,2.8,3,5.8,1,3.7,0.0,2.68,0.28,1.04,0.19,4.14
24.3,Sunday,1,2.25,1,19.4,2,2.7,2,1.8,2,8.1,3.15,2.91,0.54,0.22,0.81,7.79
30.4,Sunday,0,0.0,1,18.0,1,4.3,5,5.6,0,7.0,0.0,2.7,0.43,1.68,0.0,4.85
15.0,Wednesday,1,2.9,1,18.8,1,2.7,4,6.0,1,3.2,4.06,2.82,0.27,1.44,0.16,8.59
29.1,Monday,1,5.48,1,20.2,1,3.2,2,2.7,1,5.6,7.67,3.03,0.32,0.32,0.28,11.4
21.8,Friday,1,3.74,1,18.7,1,3.0,2,2.3,2,5.6,5.24,2.8,0.3,0.28,0.56,9.13
36.0,Monday,2,4.11,1,21.9,1,3.3,2,3.0,2,6.8,9.2,3.28,0.33,0.36,0.68,13.83
33.9,Tuesday,2,1.22,1,18.4,0,2.9,5,11.4,2,5.7,2.38,2.76,0.0,3.42,0.57,9.0
32.3,Saturday,1,3.13,1,19.1,2,3.0,5,8.2,0,8.2,5.39,2.86,0.6,2.46,0.0,11.5
37.6,Monday,0,0.0,1,21.3,1,4.8,3,6.3,2,7.9,0.0,3.2,0.48,1.13,0.79,5.82
25.3,Sunday,2,5.24,1,21.0,1,3.5,5,6.1,2,10.4,7.34,3.15,0.35,1.83,1.04,13.68
38.7,Sunday,2,3.15,1,20.8,1,3.4,3,4.1,1,1.5,8.25,3.12,0.34,0.74,0.08,12.76
34.7,Sunday,2,4.47,1,19.0,1,3.8,5,7.5,2,8.7,9.2,2.85,0.38,2.25,0.87,15.61
28.8,Thursday,0,0.0,1,20.9,1,1.9,4,4.1,1,7.6,0.0,3.14,0.19,0.98,0.38,4.4
35.7,Monday,2,5.1,1,21.2,1,4.0,5,7.5,1,5.6,11.21,3.18,0.4,2.25,0.28,17.02
24.5,Wednesday,1,3.8,1,20.7,1,3.3,3,7.1,2,5.5,5.32,3.1,0.33,1.28,0.55,10.63
25.9,Monday,1,3.48,1,20.0,1,2.4,3,7.5,2,5.8,4.87,3.0,0.24,1.35,0.58,10.02
27.0,Saturday,2,4.55,1,20.9,1,2.9,5,11.3,1,6.5,6.37,3.14,0.29,3.39,0.32,13.37
27.4,Sunday,1,3.27,1,19.9,1,3.5,1,1.5,1,4.9,4.58,2.98,0.35,0.09,0.25,8.32
24.7,Tuesday,2,3.75,1,20.6,1,3.1,6,5.1,1,2.8,5.25,3.09,0.31,1.84,0.14,10.96
36.1,Sunday,1,5.54,1,20.1,1,4.1,4,11.9,1,5.0,12.49,3.02,0.41,2.86,0.25,19.04
28.7,Monday,2,3.32,1,17.7,1,2.2,4,4.0,1,5.5,4.65,2.66,0.22,0.96,0.28,8.71
31.8,Thursday,1,3.92,1,19.1,1,1.9,4,9.4,1,7.1,6.48,2.86,0.19,2.26,0.36,12.04
27.1,Friday,2,3.38,1,23.1,1,2.2,2,3.2,2,3.6,4.73,3.47,0.22,0.38,0.36,8.98
20.9,Monday,0,0.0,1,17.1,1,2.6,4,2.6,2,7.3,0.0,2.56,0.26,0.62,0.73,4.29
31.4,Monday,1,4.65,1,22.3,2,3.1,6,2.1,2,3.6,7.42,3.34,0.62,0.76,0.36,12.44
20.4,Wednesday,1,2.95,1,20.9,1,2.7,3,6.8,2,6.8,4.13,3.14,0.27,1.22,0.68,9.42
29.7,Thursday,1,4.49,1,20.1,0,1.8,5,4.8,1,7.1,6.29,3.02,0.0,1.44,0.36,11.05
23.2,Saturday,1,1.07,1,17.5,2,1.6,4,2.0,0,5.7,1.5,2.62,0.32,0.48,0.0,5.16
39.9,Friday,1,5.99,1,20.0,1,1.7,5,5.8,3,6.1,16.7,3.0,0.17,1.74,0.92,22.32
34.6,Sunday,0,0.0,1,18.9,1,2.7,3,4.0,1,7.4,0.0,2.83,0.27,0.72,0.37,4.29
30.5,Tuesday,1,3.67,1,21.8,1,2.2,4,6.3,1,4.8,5.4,3.27,0.22,1.51,0.24,10.77
36.3,Monday,1,3.84,1,19.0,1,2.6,6,9.3,0,6.6,8.77,2.85,0.26,3.35,0.0,15.12
25.8,Saturday,2,3.77,1,19.6,1,4.3,2,1.7,2,5.3,5.28,2.94,0.43,0.2,0.53,9.47
32.7,Friday,0,0.0,1,20.4,1,1.8,4,5.3,2,9.1,0.0,3.06,0.18,1.27,0.91,5.39
31.0,Tuesday,0,0.0,1,19.0,1,3.3,4,9.9,3,7.1,0.0,2.85,0.33,2.38,1.06,6.74
31.3,Saturday,1,4.59,1,21.4,1,1.8,4,2.5,3,3.9,7.27,3.21,0.18,0.6,0.58,11.69
36.4,Thursday,1,5.62,1,19.6,1,1.7,4,6.6,2,9.6,12.91,2.94,0.17,1.58,0.96,18.6
33.7,Thursday,1,4.81,1,17.2,1,3.4,4,2.5,1,8.0,9.22,2.58,0.34,0.6,0.4,13.15
31.4,Friday,1,7.35,1,20.2,1,3.7,1,1.1,1,3.6,11.73,3.03,0.37,0.07,0.18,15.46
21.7,Sunday,2,4.59,1,21.2,1,3.8,6,12.5,1,2.9,6.43,3.18,0.38,4.5,0.14,14.27
25.2,Tuesday,1,4.47,1,22.2,1,4.1,5,0.0,1,3.5,6.26,3.33,0.41,0.0,0.18,10.07
29.4,Thursday,1,4.83,1,20.8,1,2.8,2,5.5,1,4.0,6.76,3.12,0.28,0.66,0.2,11.11
30.5,Friday,0,0.0,1,21.7,1,3.3,4,1.9,1,6.3,0.0,3.26,0.33,0.46,0.32,4.63
24.3,Thursday,1,4.17,1,20.7,1,2.6,5,0.0,1,6.2,5.84,3.1,0.26,0.0,0.31,9.67
42.1,Thursday,0,0.0,1,18.6,1,4.3,6,8.1,1,7.5,0.0,2.79,0.43,2.92,0.38,6.58
37.6,Saturday,1,6.02,1,18.8,2,2.1,6,6.3,3,5.4,14.84,2.82,0.42,2.27,0.81,21.03
33.0,Saturday,1,4.09,1,16.6,1,3.5,6,5.5,2,5.5,7.45,2.49,0.35,1.98,0.55,12.86
30.4,Thursday,1,3.84,1,19.7,1,1.9,2,3.5,3,6.2,5.6,2.95,0.19,0.42,0.93,10.18
28.9,Wednesday,1,5.27,1,21.0,1,3.1,6,4.3,1,8.3,7.38,3.15,0.31,1.55,0.42,13.08
25.2,Saturday,2,3.34,1,17.6,1,1.4,6,10.3,2,2.2,4.68,2.64,0.14,3.71,0.22,11.26
30.4,Tuesday,0,0.0,1,21.9,1,3.2,3,5.7,1,5.5,0.0,3.28,0.32,1.03,0.28,4.85
31.3,Friday,1,3.47,1,19.8,1,5.0,3,1.3,1,8.6,5.49,2.97,0.5,0.23,0.43,9.92
23.8,Friday,0,0.0,1,18.7,1,2.4,4,8.1,1,6.1,0.0,2.8,0.24,1.94,0.3,5.25
31.7,Sunday,1,7.17,1,17.6,1,2.8,5,9.2,3,5.4,11.75,2.64,0.28,2.76,0.81,18.31
29.2,Tuesday,2,3.19,1,22.5,1,3.9,3,7.1,3,4.4,4.47,3.38,0.39,1.28,0.66,10.02
20.5,Tuesday,1,3.95,1,21.8,1,3.0,1,1.3,0,7.8,5.53,3.27,0.3,0.08,0.0,9.13
25.7,Tuesday,1,3.96,1,19.4,1,4.2,2,1.6,1,5.0,5.54,2.91,0.42,0.19,0.25,9.36
27.9,Sunday,2,5.12,1,21.4,1,3.4,4,8.7,2,5.0,7.17,3.21,0.34,2.09,0.5,13.25
39.4,Tuesday,1,5.69,1,19.7,2,3.9,3,4.1,1,8.7,15.46,2.95,0.78,0.74,0.44,20.4
32.8,Monday,1,5.69,1,19.1,1,1.0,5,12.7,1,3.9,10.2,2.86,0.1,3.81,0.2,17.21
23.3,Sunday,1,3.89,1,19.0,1,3.1,2,3.6,1,9.3,5.45,2.85,0.31,0.43,0.47,9.52
32.4,Friday,1,3.44,1,19.7,1,1.9,6,7.9,2,6.3,5.98,2.95,0.19,2.84,0.63,12.48
22.3,Monday,0,0.0,1,19.4,1,2.6,6,4.5,1,6.0,0.0,2.91,0.26,1.62,0.3,5.21
35.4,Sunday,2,4.84,1,20.1,2,3.4,6,7.6,1,6.6,10.44,3.02,0.68,2.74,0.33,17.24
27.6,Thursday,1,4.43,1,22.4,0,2.8,5,9.8,1,6.0,6.2,3.36,0.0,2.94,0.3,12.7
29.5,Thursday,0,0.0,1,23.4,1,2.2,2,0.7,2,4.9,0.0,3.51,0.22,0.08,0.49,4.18
36.6,Friday,1,7.05,1,18.2,1,4.3,4,4.3,3,6.7,16.38,2.73,0.43,1.03,1.01,21.43
23.6,Thursday,1,4.51,1,20.7,1,4.0,2,0.5,1,5.0,6.31,3.1,0.4,0.06,0.25,10.3
23.0,Tuesday,0,0.0,1,20.3,1,1.6,6,3.8,3,6.9,0.0,3.04,0.16,1.37,1.04,5.5
27.1,Sunday,1,3.81,1,20.8,1,3.8,3,2.8,2,10.6,5.33,3.12,0.38,0.5,1.06,10.25
35.2,Monday,2,3.4,1,19.3,0,3.2,4,4.6,3,7.3,7.24,2.9,0.0,1.1,1.1,12.19
22.4,Tuesday,2,5.24,1,20.8,1,3.2,5,7.8,2,5.6,7.34,3.12,0.32,2.34,0.56,13.38
15.8,Thursday,2,1.35,1,17.9,1,4.6,6,10.8,2,6.5,1.89,2.68,0.46,3.89,0.65,9.9
27.7,Saturday,2,4.39,1,24.0,1,3.2,5,11.3,3,5.4,6.15,3.6,0.32,3.39,0.81,14.28
32.8,Monday,0,0.0,1,20.4,1,3.7,5,12.0,1,5.6,0.0,3.06,0.37,3.6,0.28,7.18
36.0,Tuesday,1,5.58,1,21.1,1,3.2,4,8.5,2,5.8,12.5,3.16,0.32,2.04,0.58,18.55
27.7,Sunday,2,4.3,1,18.3,2,3.2,4,4.3,3,7.0,6.02,2.74,0.64,1.03,1.05,11.29
27.9,Friday,1,6.06,1,19.0,1,2.1,2,3.0,2,7.8,8.48,2.85,0.21,0.36,0.78,12.71
35.8,Tuesday,1,5.69,1,17.8,1,5.5,6,5.8,3,10.2,12.59,2.67,0.55,2.09,1.53,19.41
20.7,Saturday,1,1.85,1,22.2,1,0.0,4,6.0,2,7.3,2.59,3.33,0.0,1.44,0.73,8.26
28.1,Thursday,1,5.42,1,18.3,1,2.3,1,1.2,3,3.8,7.59,2.74,0.23,0.07,0.57,11.1
31.0,Monday,2,4.46,1,19.7,1,2.5,6,3.4,2,3.4,6.86,2.95,0.25,1.22,0.34,11.67
32.2,Friday,1,5.86,1,19.8,1,3.9,4,9.2,2,5.9,10.0,2.97,0.39,2.21,0.59,16.16
27.5,Monday,1,3.65,1,20.7,2,1.6,6,14.8,2,8.0,5.11,3.1,0.32,5.33,0.8,14.53
30.2,Friday,2,3.07,1,18.1,1,2.8,6,5.0,3,5.6,4.39,2.72,0.28,1.8,0.84,10.08
17.6,Sunday,1,2.18,1,21.3,2,3.8,5,8.4,2,5.6,3.05,3.2,0.76,2.52,0.56,10.08
26.7,Monday,0,0.0,1,21.9,1,1.8,2,1.7,2,7.8,0.0,3.28,0.18,0.2,0.78,4.59
32.3,Thursday,1,5.21,1,19.0,1,2.9,3,3.8,2,5.9,8.97,2.85,0.29,0.68,0.59,13.44
25.1,Sunday,2,3.21,1,19.9,1,2.8,6,5.9,1,8.1,4.49,2.98,0.28,2.12,0.4,10.2
30.3,Sunday,1,1.39,1,20.9,1,2.4,6,5.5,0,3.0,2.01,3.14,0.24,1.98,0.0,7.5
32.2,Friday,1,5.53,1,20.4,0,3.0,4,5.8,3,7.0,9.44,3.06,0.0,1.39,1.05,14.98
28.3,Wednesday,1,1.97,1,18.5,1,2.6,4,0.5,2,2.4,2.76,2.78,0.26,0.12,0.24,6.08
30.9,Monday,1,6.53,1,21.1,2,4.0,2,2.0,1,6.5,9.96,3.16,0.8,0.24,0.32,14.62
25.2,Monday,2,2.41,1,22.3,1,3.5,6,16.0,1,7.8,3.37,3.34,0.35,5.76,0.39,13.34
29.0,Tuesday,2,4.09,1,22.3,1,2.8,3,0.9,2,2.7,5.73,3.34,0.28,0.16,0.27,9.64
33.1,Friday,0,0.0,1,20.9,1,3.1,2,2.2,2,1.4,0.0,3.14,0.31,0.26,0.14,3.74
30.8,Saturday,0,0.0,1,21.1,1,2.6,5,7.6,2,7.7,0.0,3.16,0.26,2.28,0.77,6.49
27.1,Wednesday,2,4.25,1,19.4,0,4.3,3,3.6,2,6.9,5.95,2.91,0.0,0.65,0.69,10.15
31.1,Thursday,2,4.39,1,18.6,1,3.5,6,4.9,1,3.8,6.83,2.79,0.35,1.76,0.19,11.87
33.6,Tuesday,2,3.97,1,19.9,1,2.9,1,2.0,1,6.5,7.56,2.98,0.29,0.12,0.32,11.15
19.8,Wednesday,2,3.16,1,23.4,1,3.4,1,1.4,0,4.9,4.42,3.51,0.34,0.08,0.0,8.38
35.8,Friday,1,3.87,1,19.2,2,4.9,4,3.7,2,5.6,8.56,2.88,0.98,0.89,0.56,13.9
28.3,Wednesday,1,4.14,1,20.7,1,2.3,4,7.6,1,5.5,5.8,3.1,0.23,1.82,0.28,11.02
32.1,Sunday,1,2.43,1,20.6,1,3.9,2,2.0,2,3.3,4.11,3.09,0.39,0.24,0.33,8.1
36.0,Monday,0,0.0,1,19.4,1,3.4,4,3.0,2,7.8,0.0,2.91,0.34,0.72,0.78,4.67
23.1,Sunday,1,3.52,1,22.2,1,2.8,4,6.9,2,3.9,4.93,3.33,0.28,1.66,0.39,10.63
26.5,Monday,1,4.7,1,22.4,1,2.3,6,2.8,3,6.2,6.58,3.36,0.23,1.01,0.93,12.2
28.6,Tuesday,1,3.74,1,24.0,1,3.9,1,2.5,0,7.3,5.24,3.6,0.39,0.15,0.0,9.49
26.1,Friday,1,4.43,1,18.8,1,3.3,6,14.1,2,4.3,6.2,2.82,0.33,5.08,0.43,14.8
38.7,Friday,1,5.53,1,20.6,0,4.4,4,6.8,1,5.5,14.47,3.09,0.0,1.63,0.28,19.55
25.7,Wednesday,0,0.0,1,20.1,1,4.2,2,1.9,0,5.0,0.0,3.02,0.42,0.23,0.0,3.44
27.2,Tuesday,1,4.28,1,19.0,1,3.3,1,0.6,2,9.4,5.99,2.85,0.33,0.04,0.94,10.35
31.0,Friday,0,0.0,1,19.0,2,2.3,4,0.0,1,7.8,0.0,2.85,0.46,0.0,0.39,3.6
24.0,Saturday,0,0.0,1,20.3,1,5.1,3,7.2,2,7.5,0.0,3.04,0.51,1.3,0.75,5.4
28.0,Saturday,2,3.45,1,19.3,0,2.4,3,2.1,2,10.4,4.83,2.9,0.0,0.38,1.04,9.05
31.6,Sunday,0,0.0,1,18.5,0,3.8,3,4.7,0,6.7,0.0,2.78,0.0,0.85,0.0,3.85
28.3,Monday,1,2.96,1,20.2,1,1.2,5,7.3,0,5.3,4.14,3.03,0.12,2.19,0.0,9.58
29.5,Wednesday,1,3.33,1,18.3,1,4.6,4,0.9,2,3.1,4.66,2.74,0.46,0.22,0.31,8.66
27.4,Thursday,1,5.58,1,19.3,1,1.0,2,1.9,2,4.6,7.81,2.9,0.1,0.23,0.46,11.55
22.4,Monday,0,0.0,1,20.5,1,2.7,4,2.3,2,6.3,0.0,3.08,0.27,0.55,0.63,4.73
31.6,Tuesday,1,3.97,1,19.8,1,1.9,5,9.3,2,7.9,6.45,2.97,0.19,2.79,0.79,13.14
38.8,Friday,1,4.5,1,19.6,2,4.4,2,3.8,2,4.7,11.84,2.94,0.88,0.46,0.47,16.39
30.1,Monday,1,4.17,1,22.7,2,2.3,6,7.0,2,9.2,5.9,3.4,0.46,2.52,0.92,13.25
31.1,Thursday,1,5.02,1,22.1,2,3.5,4,3.1,1,2.9,7.8,3.32,0.7,0.74,0.14,12.71
33.5,Thursday,2,4.66,1,20.1,1,3.3,6,8.8,2,5.2,8.8,3.02,0.33,3.17,0.52,15.92
23.7,Saturday,2,3.85,1,18.5,2,1.6,2,4.1,2,6.8,5.39,2.78,0.32,0.49,0.68,9.78
38.5,Tuesday,1,3.72,1,21.2,1,4.0,6,2.1,2,6.3,9.64,3.18,0.4,0.76,0.63,14.67
31.0,Monday,0,0.0,1,23.8,1,3.0,4,11.0,2,7.0,0.0,3.57,0.3,2.64,0.7,7.2
38.2,Wednesday,1,5.0,1,22.0,1,4.5,4,4.7,3,6.3,12.74,3.3,0.45,1.13,0.94,18.55
26.3,Monday,1,3.83,1,18.0,2,3.6,4,5.0,1,7.3,5.36,2.7,0.72,1.2,0.36,10.41
39.1,Saturday,0,0.0,1,19.7,1,2.2,1,2.4,3,5.5,0.0,2.95,0.22,0.14,0.82,3.91
33.9,Sunday,1,3.9,1,18.9,0,2.8,6,7.8,2,5.4,7.59,2.83,0.0,2.81,0.54,13.66
32.8,Thursday,1,4.86,1,18.6,1,2.8,4,5.1,2,4.4,8.7,2.79,0.28,1.22,0.44,13.74
31.2,Tuesday,1,4.75,1,21.7,1,3.8,2,1.4,1,10.3,7.45,3.26,0.38,0.17,0.52,11.71
28.8,Tuesday,1,5.07,1,21.7,1,3.7,1,0.9,1,5.8,7.1,3.26,0.37,0.05,0.29,11.17
36.0,Wednesday,2,4.87,1,22.7,1,2.3,2,1.7,2,6.9,10.91,3.4,0.23,0.2,0.69,15.37
30.7,Tuesday,1,2.03,1,21.0,1,3.9,4,0.6,2,5.6,3.04,3.15,0.39,0.14,0.56,7.25
20.2,Saturday,2,5.37,1,19.9,1,3.4,4,0.0,0,9.2,7.52,2.98,0.34,0.0,0.0,10.51
24.4,Saturday,0,0.0,1,20.3,1,3.7,4,4.7,2,6.0,0.0,3.04,0.37,1.13,0.6,5.23
29.1,Saturday,2,3.67,1,18.6,1,3.5,3,1.2,1,6.7,5.14,2.79,0.35,0.22,0.34,8.76
31.5,Tuesday,0,0.0,1,22.1,2,3.8,4,7.1,3,4.3,0.0,3.32,0.76,1.7,0.64,6.12
29.7,Tuesday,0,0.0,1,18.9,1,2.1,4,4.7,3,9.5,0.0,2.83,0.21,1.13,1.42,5.38
36.1,Saturday,1,3.7,1,19.4,0,3.2,1,0.3,0,6.4,8.34,2.91,0.0,0.02,0.0,11.29
20.2,Tuesday,1,3.89,1,19.5,1,4.0,3,7.0,3,9.6,5.45,2.92,0.4,1.26,1.44,11.37
30.7,Tuesday,2,4.06,1,15.4,1,4.1,2,2.1,3,4.8,6.08,2.31,0.41,0.25,0.72,9.65
20.9,Thursday,1,3.36,1,21.3,0,4.1,6,10.1,1,5.1,4.7,3.2,0.0,3.64,0.26,11.74
33.8,Monday,1,1.67,1,18.6,1,2.1,5,12.1,2,4.9,3.23,2.79,0.21,3.63,0.49,9.88
29.5,Friday,1,3.89,1,21.0,1,5.1,6,7.9,2,5.4,5.45,3.15,0.51,2.84,0.54,12.25
32.1,Tuesday,1,3.16,1,19.3,1,4.8,3,4.0,2,7.3,5.35,2.9,0.48,0.72,0.73,10.28
25.7,Friday,1,3.32,1,19.3,1,2.1,6,13.8,1,1.9,4.65,2.9,0.21,4.97,0.1,12.91
36.4,Sunday,1,4.95,1,18.3,1,2.7,4,4.5,1,5.9,11.37,2.74,0.27,1.08,0.3,15.84
35.2,Friday,1,3.87,1,22.1,1,3.7,4,8.2,2,4.4,8.24,3.32,0.37,1.97,0.44,14.43
32.9,Thursday,2,3.87,1,22.4,2,2.3,3,3.9,1,4.2,6.99,3.36,0.46,0.7,0.21,11.79
29.4,Tuesday,2,4.21,1,21.5,1,3.6,5,7.2,2,6.9,5.89,3.22,0.36,2.16,0.69,12.54
32.9,Saturday,1,3.84,1,20.4,1,3.2,6,8.6,1,6.6,6.94,3.06,0.32,3.1,0.33,13.84
26.5,Friday,1,2.86,1,20.2,1,4.3,3,3.3,2,7.7,4.0,3.03,0.43,0.59,0.77,8.83
34.3,Tuesday,1,2.57,1,21.6,1,3.4,2,2.0,3,6.8,5.15,3.24,0.34,0.24,1.02,10.22
38.2,Wednesday,1,5.22,1,19.8,1,1.0,5,4.5,2,6.4,13.3,2.97,0.1,1.35,0.64,18.44
35.4,Sunday,1,4.0,1,22.0,1,3.9,6,2.8,2,4.9,8.62,3.3,0.39,1.01,0.49,13.9
26.4,Saturday,2,2.26,1,18.6,1,4.2,5,5.2,3,4.1,3.16,2.79,0.42,1.56,0.62,8.47
31.8,Wednesday,1,5.64,1,21.5,1,2.9,3,3.5,3,7.2,9.32,3.22,0.29,0.63,1.08,14.54
23.5,Wednesday,2,3.95,1,21.9,1,3.1,4,6.4,1,5.5,5.53,3.28,0.31,1.54,0.28,10.77
32.9,Friday,2,3.09,1,18.4,1,3.2,3,3.8,2,6.8,5.59,2.76,0.32,0.68,0.68,9.8
32.3,Wednesday,2,3.58,1,18.7,0,2.4,6,12.3,3,6.0,6.16,2.8,0.0,4.43,0.9,14.03
20.7,Thursday,2,4.31,1,19.9,1,5.5,5,10.1,1,1.9,6.03,2.98,0.55,3.03,0.1,12.66
24.2,Thursday,1,3.53,1,20.6,1,2.2,4,8.9,1,7.0,4.94,3.09,0.22,2.14,0.35,10.95
28.6,Friday,1,3.62,1,19.1,1,3.9,3,3.6,1,4.7,5.07,2.86,0.39,0.65,0.24,9.28
28.5,Tuesday,1,4.8,1,20.1,1,3.9,6,6.0,1,7.7,6.72,3.02,0.39,2.16,0.38,12.8
24.0,Monday,0,0.0,1,16.9,1,2.5,5,2.1,2,2.3,0.0,2.53,0.25,0.63,0.23,3.51
31.9,Tuesday,1,5.64,1,21.1,1,2.1,6,13.2,2,9.8,9.4,3.16,0.21,4.75,0.98,18.55
31.3,Tuesday,1,3.82,1,21.2,1,2.9,4,2.3,3,4.8,6.05,3.18,0.29,0.55,0.72,11.09
